"image","loai","dang","trangthai"
"img000056.jpg","Chuối cau","Buồng","Xanh"
"img000057.jpg","Chuối cau","Buồng","Xanh"
"img000058.jpg","Chuối cau","Buồng","Xanh"
"img000059.jpg","Chuối cau","Buồng","Xanh"
"img000060.jpg","Chuối cau","Buồng","Xanh"
"img000061.jpg","Chuối cau","Buồng","Xanh"
"img000062.jpg","Chuối cau","Buồng","Xanh"
"img000063.jpg","Chuối cau","Buồng","Xanh"
"img000064.jpg","Chuối cau","Buồng","Xanh"
"img000065.jpg","Chuối cau","Buồng","Xanh"
"img000066.jpg","Chuối cau","Buồng","Xanh"
"img000067.jpg","Chuối cau","Buồng","Xanh"
"img000068.jpg","Chuối cau","Buồng","Xanh"
"img000069.jpg","Chuối cau","Buồng","Xanh"
"img000070.jpg","Chuối cau","Buồng","Xanh"
"img000071.jpg","Chuối cau","Buồng","Xanh"
"img000072.jpg","Chuối cau","Buồng","Xanh"
"img000073.jpg","Chuối cau","Buồng","Xanh"
"img000074.jpg","Chuối cau","Buồng","Xanh"
"img000075.jpg","Chuối cau","Buồng","Xanh"
"img000076.jpg","Chuối cau","Buồng","Xanh"
"img000077.jpg","Chuối cau","Buồng","Xanh"
"img000078.jpg","Chuối cau","Buồng","Xanh"
"img000079.jpg","Chuối cau","Buồng","Xanh"
"img000080.jpg","Chuối cau","Buồng","Xanh"
"img000081.jpg","Chuối cau","Buồng","Xanh"
"img000082.jpg","Chuối cau","Buồng","Xanh"
"img000083.jpg","Chuối cau","Buồng","Xanh"
"img000084.jpg","Chuối cau","Buồng","Xanh"
"img000085.jpg","Chuối cau","Buồng","Xanh"
"img000086.jpg","Chuối cau","Buồng","Xanh"
"img000087.jpg","Chuối cau","Buồng","Xanh"
"img000088.jpg","Chuối cau","Buồng","Xanh"
"img000089.jpg","Chuối cau","Buồng","Xanh"
"img000090.jpg","Chuối cau","Buồng","Xanh"
"img000091.jpg","Chuối cau","Buồng","Xanh"
"img000092.jpg","Chuối cau","Buồng","Xanh"
"img000093.jpg","Chuối cau","Buồng","Xanh"
"img000094.jpg","Chuối cau","Buồng","Xanh"
"img000095.jpg","Chuối cau","Buồng","Xanh"
"img000096.jpg","Chuối cau","Buồng","Xanh"
"img000097.jpg","Chuối cau","Buồng","Xanh"
"img000098.jpg","Chuối cau","Buồng","Xanh"
"img000099.jpg","Chuối cau","Buồng","Xanh"
"img000100.jpg","Chuối cau","Buồng","Xanh"
"img000101.jpg","Chuối cau","Buồng","Xanh"
"img000102.jpg","Chuối cau","Buồng","Xanh"
"img000103.jpg","Chuối cau","Buồng","Xanh"
"img000104.jpg","Chuối cau","Buồng","Xanh"
"img000105.jpg","Chuối cau","Buồng","Xanh"
"img000106.jpg","Chuối cau","Buồng","Xanh"
"img000107.jpg","Chuối cau","Buồng","Xanh"
"img000108.jpg","Chuối cau","Buồng","Xanh"
"img000109.jpg","Chuối cau","Buồng","Xanh"
"img000110.jpg","Chuối cau","Buồng","Xanh"
"img000111.jpg","Chuối cau","Buồng","Xanh"
"img000112.jpg","Chuối cau","Buồng","Xanh"
"img000113.jpg","Chuối cau","Buồng","Xanh"
"img000114.jpg","Chuối cau","Buồng","Xanh"
"img000115.jpg","Chuối cau","Buồng","Xanh"
"img000116.jpg","Chuối cau","Buồng","Xanh"
"img000117.jpg","Chuối cau","Buồng","Xanh"
"img000118.jpg","Chuối cau","Buồng","Xanh"
"img000119.jpg","Chuối cau","Buồng","Xanh"
"img000120.jpg","Chuối cau","Buồng","Xanh"
"img000121.jpg","Chuối cau","Buồng","Xanh"
"img000122.jpg","Chuối cau","Buồng","Xanh"
"img000123.jpg","Chuối cau","Buồng","Xanh"
"img000124.jpg","Chuối cau","Buồng","Xanh"
"img000125.jpg","Chuối cau","Buồng","Xanh"
"img000126.jpg","Chuối cau","Buồng","Xanh"
"img000127.jpg","Chuối cau","Buồng","Xanh"
"img000128.jpg","Chuối cau","Buồng","Xanh"
"img000129.jpg","Chuối cau","Buồng","Xanh"
"img000130.jpg","Chuối cau","Buồng","Xanh"
"img000131.jpg","Chuối cau","Buồng","Xanh"
"img000132.jpg","Chuối cau","Buồng","Xanh"
"img000133.jpg","Chuối cau","Buồng","Xanh"
"img000134.jpg","Chuối cau","Buồng","Xanh"
"img000135.jpg","Chuối cau","Buồng","Xanh"
"img000136.jpg","Chuối cau","Buồng","Xanh"
"img000137.jpg","Chuối cau","Buồng","Xanh"
"img000138.jpg","Chuối cau","Buồng","Xanh"
"img000139.jpg","Chuối cau","Buồng","Xanh"
"img000140.jpg","Chuối cau","Buồng","Xanh"
"img000141.jpg","Chuối cau","Buồng","Xanh"
"img000142.jpg","Chuối cau","Buồng","Xanh"
"img000143.jpg","Chuối cau","Buồng","Xanh"
"img000144.jpg","Chuối cau","Buồng","Xanh"
"img000145.jpg","Chuối cau","Buồng","Xanh"
"img000146.jpg","Chuối cau","Buồng","Xanh"
"img000147.jpg","Chuối cau","Buồng","Xanh"
"img000148.jpg","Chuối cau","Buồng","Xanh"
"img000149.jpg","Chuối cau","Buồng","Xanh"
"img000150.jpg","Chuối cau","Buồng","Xanh"
"img000151.jpg","Chuối cau","Buồng","Xanh"
"img000152.jpg","Chuối cau","Buồng","Xanh"
"img000153.jpg","Chuối cau","Buồng","Xanh"
"img000154.jpg","Chuối cau","Buồng","Xanh"
"img000155.jpg","Chuối cau","Buồng","Xanh"
"img000156.jpg","Chuối cau","Buồng","Xanh"
"img000157.jpg","Chuối cau","Buồng","Xanh"
"img000158.jpg","Chuối cau","Buồng","Xanh"
"img000159.jpg","Chuối cau","Buồng","Xanh"
"img000160.jpg","Chuối cau","Buồng","Xanh"
"img000161.jpg","Chuối cau","Buồng","Xanh"
"img000162.jpg","Chuối cau","Buồng","Xanh"
"img000163.jpg","Chuối cau","Buồng","Xanh"
"img000164.jpg","Chuối cau","Nải","Chín"
"img000165.jpg","Chuối cau","Nải","Chín"
"img000166.jpg","Chuối cau","Nải","Chín"
"img000167.jpg","Chuối cau","Nải","Chín"
"img000168.jpg","Chuối cau","Nải","Chín"
"img000169.jpg","Chuối cau","Nải","Chín"
"img000170.jpg","Chuối cau","Nải","Chín"
"img000171.jpg","Chuối cau","Nải","Chín"
"img000172.jpg","Chuối cau","Nải","Chín"
"img000173.jpg","Chuối cau","Nải","Chín"
"img000174.jpg","Chuối cau","Nải","Chín"
"img000175.jpg","Chuối cau","Nải","Chín"
"img000176.jpg","Chuối cau","Nải","Chín"
"img000177.jpg","Chuối cau","Nải","Chín"
"img000178.jpg","Chuối cau","Nải","Chín"
"img000179.jpg","Chuối cau","Nải","Chín"
"img000180.jpg","Chuối cau","Nải","Chín"
"img000181.png","Chuối cau","Nải","Chín"
"img000182.jpg","Chuối cau","Nải","Chín"
"img000183.jpg","Chuối cau","Nải","Chín"
"img000184.jpg","Chuối cau","Nải","Chín"
"img000185.jpg","Chuối cau","Nải","Chín"
"img000186.jpg","Chuối cau","Nải","Chín"
"img000187.jpg","Chuối cau","Nải","Chín"
"img000188.jpg","Chuối cau","Nải","Chín"
"img000189.jpg","Chuối cau","Nải","Chín"
"img000190.jpg","Chuối cau","Nải","Chín"
"img000191.jpg","Chuối cau","Nải","Chín"
"img000192.jpg","Chuối cau","Nải","Chín"
"img000193.jpg","Chuối cau","Nải","Chín"
"img000194.jpg","Chuối cau","Nải","Chín"
"img000195.jpg","Chuối cau","Nải","Chín"
"img000196.jpg","Chuối cau","Nải","Chín"
"img000197.jpg","Chuối cau","Nải","Chín"
"img000198.jpg","Chuối cau","Nải","Chín"
"img000199.jpg","Chuối cau","Nải","Chín"
"img000200.jpg","Chuối cau","Nải","Chín"
"img000201.jpg","Chuối cau","Nải","Chín"
"img000202.jpg","Chuối cau","Nải","Chín"
"img000203.jpg","Chuối cau","Nải","Chín"
"img000204.jpg","Chuối cau","Nải","Chín"
"img000205.jpg","Chuối cau","Nải","Chín"
"img000206.jpg","Chuối cau","Nải","Chín"
"img000207.jpg","Chuối cau","Nải","Chín"
"img000208.jpg","Chuối cau","Nải","Chín"
"img000209.jpg","Chuối cau","Nải","Chín"
"img000210.jpg","Chuối cau","Nải","Chín"
"img000211.jpg","Chuối cau","Nải","Chín"
"img000212.jpg","Chuối cau","Nải","Chín"
"img000213.jpg","Chuối cau","Nải","Chín"
"img000214.jpg","Chuối cau","Nải","Chín"
"img000215.jpg","Chuối cau","Nải","Chín"
"img000216.jpg","Chuối cau","Nải","Chín"
"img000217.jpg","Chuối cau","Nải","Chín"
"img000218.jpg","Chuối cau","Nải","Chín"
"img000219.jpg","Chuối cau","Nải","Chín"
"img000220.jpg","Chuối cau","Nải","Chín"
"img000221.jpg","Chuối cau","Nải","Chín"
"img000222.jpg","Chuối cau","Nải","Chín"
"img000223.jpg","Chuối cau","Nải","Chín"
"img000224.jpg","Chuối cau","Nải","Chín"
"img000225.jpg","Chuối cau","Nải","Chín"
"img000226.jpg","Chuối cau","Nải","Chín"
"img000227.jpg","Chuối cau","Nải","Chín"
"img000228.jpg","Chuối cau","Nải","Chín"
"img000229.jpg","Chuối cau","Nải","Chín"
"img000230.jpg","Chuối cau","Nải","Chín"
"img000231.jpg","Chuối cau","Nải","Chín"
"img000232.jpg","Chuối cau","Nải","Chín"
"img000233.jpg","Chuối cau","Nải","Chín"
"img000234.jpg","Chuối cau","Nải","Chín"
"img000235.jpg","Chuối cau","Nải","Chín"
"img000236.jpg","Chuối cau","Nải","Chín"
"img000237.jpg","Chuối cau","Nải","Chín"
"img000238.jpg","Chuối cau","Nải","Chín"
"img000239.jpg","Chuối cau","Nải","Chín"
"img000240.jpg","Chuối cau","Nải","Chín"
"img000241.jpg","Chuối cau","Nải","Chín"
"img000242.jpg","Chuối cau","Nải","Chín"
"img000243.jpg","Chuối cau","Nải","Chín"
"img000244.jpg","Chuối cau","Nải","Chín"
"img000245.jpg","Chuối cau","Nải","Chín"
"img000246.jpg","Chuối cau","Nải","Chín"
"img000247.jpg","Chuối cau","Nải","Chín"
"img000248.jpg","Chuối cau","Nải","Chín"
"img000249.jpg","Chuối cau","Nải","Chín"
"img000250.jpg","Chuối cau","Nải","Chín"
"img000251.jpg","Chuối cau","Nải","Chín"
"img000252.jpg","Chuối cau","Nải","Chín"
"img000253.jpg","Chuối cau","Nải","Chín"
"img000254.jpg","Chuối cau","Nải","Chín"
"img000255.jpg","Chuối cau","Nải","Chín"
"img000256.jpg","Chuối cau","Nải","Chín"
"img000257.jpg","Chuối cau","Nải","Chín"
"img000258.jpg","Chuối cau","Nải","Chín"
"img000259.jpg","Chuối cau","Nải","Chín"
"img000260.jpg","Chuối cau","Nải","Chín"
"img000261.jpg","Chuối cau","Nải","Chín"
"img000262.jpg","Chuối cau","Nải","Chín"
"img000263.jpg","Chuối cau","Nải","Chín"
"img000264.jpg","Chuối cau","Nải","Chín"
"img000265.jpg","Chuối cau","Nải","Chín"
"img000266.jpg","Chuối cau","Nải","Chín"
"img000267.jpg","Chuối cau","Nải","Chín"
"img000268.jpg","Chuối cau","Nải","Chín"
"img000269.jpg","Chuối cau","Nải","Chín"
"img000270.jpg","Chuối cau","Nải","Chín"
"img000271.jpg","Chuối cau","Nải","Chín"
"img000272.jpg","Chuối cau","Nải","Chín"
"img000273.jpg","Chuối cau","Nải","Chín"
"img000274.jpg","Chuối cau","Nải","Chín"
"img000275.jpg","Chuối cau","Nải","Chín"
"img000276.jpg","Chuối cau","Nải","Chín"
"img000277.jpg","Chuối cau","Nải","Chín"
"img000278.jpg","Chuối cau","Nải","Chín"
"img000279.jpg","Chuối cau","Nải","Chín"
"img000280.jpg","Chuối cau","Nải","Chín"
"img000281.jpg","Chuối cau","Nải","Chín"
"img000282.jpg","Chuối cau","Nải","Chín"
"img000283.jpg","Chuối cau","Nải","Chín"
"img000284.jpg","Chuối cau","Nải","Chín"
"img000285.jpg","Chuối cau","Nải","Chín"
"img000286.jpg","Chuối cau","Nải","Chín"
"img000287.jpg","Chuối cau","Nải","Chín"
"img000288.jpg","Chuối cau","Nải","Chín"
"img000289.jpg","Chuối cau","Nải","Chín"
"img000290.jpg","Chuối cau","Nải","Chín"
"img000291.jpg","Chuối cau","Nải","Chín"
"img000292.jpg","Chuối cau","Nải","Chín"
"img000293.jpg","Chuối cau","Nải","Xanh"
"img000294.jpg","Chuối cau","Nải","Xanh"
"img000295.jpg","Chuối cau","Nải","Xanh"
"img000296.jpg","Chuối cau","Nải","Xanh"
"img000297.jpg","Chuối cau","Nải","Xanh"
"img000298.jpg","Chuối cau","Nải","Xanh"
"img000299.jpg","Chuối cau","Nải","Xanh"
"img000300.jpg","Chuối cau","Nải","Xanh"
"img000301.jpg","Chuối cau","Nải","Xanh"
"img000302.jpg","Chuối cau","Nải","Xanh"
"img000303.jpg","Chuối cau","Nải","Xanh"
"img000304.jpg","Chuối cau","Nải","Xanh"
"img000305.jpg","Chuối cau","Nải","Xanh"
"img000306.jpg","Chuối cau","Nải","Xanh"
"img000307.jpg","Chuối cau","Nải","Xanh"
"img000308.jpg","Chuối cau","Nải","Xanh"
"img000309.jpg","Chuối cau","Nải","Xanh"
"img000310.jpg","Chuối cau","Nải","Xanh"
"img000311.jpg","Chuối cau","Nải","Xanh"
"img000312.jpg","Chuối cau","Nải","Xanh"
"img000313.jpg","Chuối cau","Nải","Xanh"
"img000314.jpg","Chuối cau","Nải","Xanh"
"img000315.jpg","Chuối cau","Nải","Xanh"
"img000316.jpg","Chuối cau","Nải","Xanh"
"img000317.jpg","Chuối cau","Nải","Xanh"
"img000318.jpg","Chuối cau","Nải","Xanh"
"img000319.jpg","Chuối cau","Nải","Xanh"
"img000320.jpg","Chuối cau","Nải","Xanh"
"img000321.jpg","Chuối cau","Nải","Xanh"
"img000322.jpg","Chuối cau","Nải","Xanh"
"img000323.jpg","Chuối cau","Nải","Xanh"
"img000324.jpg","Chuối cau","Nải","Xanh"
"img000325.jpg","Chuối cau","Nải","Xanh"
"img000326.jpg","Chuối cau","Nải","Xanh"
"img000327.jpg","Chuối cau","Nải","Xanh"
"img000328.jpg","Chuối cau","Nải","Xanh"
"img000329.jpg","Chuối cau","Nải","Xanh"
"img000330.jpg","Chuối cau","Nải","Xanh"
"img000331.jpg","Chuối cau","Nải","Xanh"
"img000332.jpg","Chuối cau","Nải","Xanh"
"img000333.jpg","Chuối cau","Nải","Xanh"
"img000334.jpg","Chuối cau","Nải","Xanh"
"img000335.jpg","Chuối cau","Nải","Xanh"
"img000336.jpg","Chuối cau","Nải","Xanh"
"img000337.jpg","Chuối cau","Nải","Xanh"
"img000338.jpg","Chuối cau","Nải","Xanh"
"img000339.jpg","Chuối cau","Nải","Xanh"
"img000340.jpg","Chuối cau","Nải","Xanh"
"img000341.jpg","Chuối cau","Nải","Xanh"
"img000342.jpg","Chuối cau","Nải","Xanh"
"img000343.jpg","Chuối cau","Nải","Xanh"
"img000344.jpg","Chuối cau","Nải","Xanh"
"img000345.jpg","Chuối cau","Nải","Xanh"
"img000346.jpg","Chuối cau","Nải","Xanh"
"img000347.jpg","Chuối cau","Nải","Xanh"
"img000348.jpg","Chuối cau","Nải","Xanh"
"img000349.jpg","Chuối cau","Trái","Chín"
"img000350.jpg","Chuối cau","Trái","Chín"
"img000351.jpg","Chuối cau","Trái","Chín"
"img000352.jpg","Chuối cau","Trái","Chín"
"img000353.jpg","Chuối cau","Trái","Chín"
"img000354.jpg","Chuối cau","Trái","Chín"
"img000355.jpg","Chuối cau","Trái","Chín"
"img000356.jpg","Chuối cau","Trái","Chín"
"img000357.jpg","Chuối cau","Trái","Chín"
"img000358.jpg","Chuối cau","Trái","Chín"
"img000359.jpg","Chuối cau","Trái","Chín"
"img000360.jpg","Chuối cau","Trái","Chín"
"img000361.jpg","Chuối cau","Trái","Chín"
"img000362.jpg","Chuối cau","Trái","Chín"
"img000363.jpg","Chuối cau","Trái","Chín"
"img000364.jpg","Chuối cau","Trái","Chín"
"img000365.jpg","Chuối cau","Trái","Chín"
"img000366.jpg","Chuối cau","Trái","Chín"
"img000367.jpg","Chuối cau","Trái","Chín"
"img000368.jpg","Chuối cau","Trái","Chín"
"img000369.jpg","Chuối cau","Trái","Chín"
"img000370.jpg","Chuối cau","Trái","Chín"
"img000371.jpg","Chuối cau","Trái","Chín"
"img000372.jpg","Chuối cau","Trái","Chín"
"img000373.jpg","Chuối cau","Trái","Chín"
"img000374.jpg","Chuối cau","Trái","Chín"
"img000375.jpg","Chuối cau","Trái","Chín"
"img000376.jpg","Chuối cau","Trái","Chín"
"img000377.jpg","Chuối cau","Trái","Chín"
"img000378.jpg","Chuối cau","Trái","Chín"
"img000379.jpg","Chuối cau","Trái","Chín"
"img000380.jpg","Chuối cau","Trái","Chín"
"img000381.jpg","Chuối cau","Trái","Chín"
"img000382.jpg","Chuối cau","Trái","Chín"
"img000383.jpg","Chuối cau","Trái","Chín"
"img000384.jpg","Chuối cau","Trái","Chín"
"img000385.jpg","Chuối cau","Trái","Chín"
"img000386.jpg","Chuối cau","Trái","Chín"
"img000387.jpg","Chuối cau","Trái","Chín"
"img000388.jpg","Chuối cau","Trái","Chín"
"img000389.jpg","Chuối cau","Trái","Chín"
"img000390.jpg","Chuối cau","Trái","Chín"
"img000391.jpg","Chuối cau","Trái","Chín"
"img000392.jpg","Chuối cau","Trái","Chín"
"img000393.jpg","Chuối cau","Trái","Chín"
"img000394.jpg","Chuối cau","Trái","Chín"
"img000395.jpg","Chuối cau","Trái","Chín"
"img000396.jpg","Chuối cau","Trái","Chín"
"img000397.jpg","Chuối cau","Trái","Chín"
"img000398.jpg","Chuối cau","Trái","Chín"
"img000399.jpg","Chuối cau","Trái","Chín"
"img000400.jpg","Chuối cau","Trái","Chín"
"img000401.jpg","Chuối cau","Trái","Chín"
"img000402.jpg","Chuối cau","Trái","Chín"
"img000403.jpg","Chuối cau","Trái","Chín"
"img000404.jpg","Chuối cau","Trái","Chín"
"img000405.jpg","Chuối cau","Trái","Chín"
"img000406.jpg","Chuối cau","Trái","Chín"
"img000407.jpg","Chuối cau","Trái","Chín"
"img000408.jpg","Chuối cau","Trái","Chín"
"img000409.jpg","Chuối cau","Trái","Chín"
"img000410.jpg","Chuối cau","Trái","Chín"
"img000411.jpg","Chuối cau","Trái","Chín"
"img000412.jpg","Chuối cau","Trái","Chín"
"img000413.jpg","Chuối cau","Trái","Chín"
"img000414.jpg","Chuối cau","Trái","Chín"
"img000415.jpg","Chuối cau","Trái","Chín"
"img000416.jpg","Chuối cau","Trái","Chín"
"img000417.jpg","Chuối cau","Trái","Chín"
"img000418.jpg","Chuối cau","Trái","Chín"
"img000419.jpg","Chuối cau","Trái","Chín"
"img000420.jpg","Chuối cau","Trái","Chín"
"img000421.jpg","Chuối cau","Trái","Chín"
"img000422.jpg","Chuối cau","Trái","Chín"
"img000423.jpg","Chuối cau","Trái","Chín"
"img000424.jpg","Chuối cau","Trái","Chín"
"img000425.jpg","Chuối cau","Trái","Chín"
"img000426.jpg","Chuối cau","Trái","Chín"
"img000427.jpg","Chuối cau","Trái","Chín"
"img000428.jpg","Chuối cau","Trái","Chín"
"img000429.jpg","Chuối cau","Trái","Chín"
"img000430.jpg","Chuối cau","Trái","Chín"
"img000431.jpg","Chuối cau","Trái","Chín"
"img000432.jpg","Chuối cau","Trái","Chín"
"img000433.jpg","Chuối cau","Trái","Chín"
"img000434.jpg","Chuối cau","Trái","Chín"
"img000435.jpg","Chuối cau","Trái","Chín"
"img000436.jpg","Chuối cau","Trái","Chín"
"img000437.jpg","Chuối cau","Trái","Chín"
"img000438.jpg","Chuối cau","Trái","Chín"
"img000439.jpg","Chuối cau","Trái","Chín"
"img000440.jpg","Chuối cau","Trái","Chín"
"img000441.jpg","Chuối cau","Trái","Chín"
"img000442.jpg","Chuối cau","Trái","Chín"
"img000443.jpg","Chuối cau","Trái","Chín"
"img000444.jpg","Chuối cau","Trái","Chín"
"img000445.jpg","Chuối cau","Trái","Chín"
"img000446.jpg","Chuối cau","Trái","Chín"
"img000447.jpg","Chuối cau","Trái","Chín"
"img000448.jpg","Chuối cau","Trái","Chín"
"img000449.jpg","Chuối cau","Trái","Chín"
"img000450.jpg","Chuối cau","Trái","Chín"
"img000451.jpg","Chuối cau","Trái","Chín"
"img000452.jpg","Chuối cau","Trái","Chín"
"img000453.jpg","Chuối cau","Trái","Chín"
"img000454.jpg","Chuối cau","Trái","Chín"
"img000455.jpg","Chuối cau","Trái","Chín"
"img000456.jpg","Chuối cau","Trái","Chín"
"img000457.jpg","Chuối cau","Trái","Chín"
"img000458.jpg","Chuối cau","Trái","Chín"
"img000459.jpg","Chuối cau","Trái","Chín"
"img000460.jpg","Chuối cau","Trái","Chín"
"img000461.jpg","Chuối cau","Trái","Chín"
"img000462.jpg","Chuối cau","Trái","Chín"
"img000463.jpg","Chuối cau","Trái","Chín"
"img000464.jpg","Chuối cau","Trái","Chín"
"img000465.jpg","Chuối cau","Trái","Chín"
"img000466.jpg","Chuối cau","Trái","Chín"
"img000467.jpg","Chuối cau","Trái","Chín"
"img000468.jpg","Chuối cau","Trái","Chín"
"img000469.jpg","Chuối cau","Trái","Chín"
"img000470.jpg","Chuối cau","Trái","Chín"
"img000471.jpg","Chuối cau","Trái","Chín"
"img000472.jpg","Chuối cau","Trái","Chín"
"img000473.jpg","Chuối cau","Trái","Chín"
"img000474.jpg","Chuối cau","Trái","Chín"
"img000475.jpg","Chuối cau","Trái","Chín"
"img000476.jpg","Chuối cau","Trái","Chín"
"img000477.jpg","Chuối cau","Trái","Chín"
"img000478.jpg","Chuối cau","Trái","Chín"
"img000479.jpg","Chuối cau","Trái","Chín"
"img000480.jpg","Chuối cau","Trái","Chín"
"img000481.jpg","Chuối cau","Trái","Chín"
"img000482.jpg","Chuối cau","Trái","Chín"
"img000483.jpg","Chuối cau","Trái","Chín"
"img000484.jpg","Chuối cau","Trái","Chín"
"img000485.jpg","Chuối cau","Trái","Chín"
"img000486.jpg","Chuối cau","Trái","Chín"
"img000487.jpg","Chuối cau","Trái","Chín"
"img000488.jpg","Chuối cau","Trái","Chín"
"img000489.jpg","Chuối cau","Trái","Chín"
"img000490.jpg","Chuối cau","Trái","Chín"
"img000491.jpg","Chuối cau","Trái","Chín"
"img000492.jpg","Chuối cau","Trái","Chín"
"img000493.jpg","Chuối cau","Trái","Chín"
"img000494.jpg","Chuối cau","Trái","Chín"
"img000495.jpg","Chuối cau","Trái","Chín"
"img000496.jpg","Chuối cau","Trái","Chín"
"img000497.jpg","Chuối cau","Trái","Chín"
"img000498.jpg","Chuối cau","Trái","Chín"
"img000499.jpg","Chuối cau","Trái","Chín"
"img000500.jpg","Chuối cau","Trái","Chín"
"img000501.jpg","Chuối cau","Trái","Chín"
"img000502.jpg","Chuối cau","Trái","Chín"
"img000503.jpg","Chuối cau","Trái","Chín"
"img000504.jpg","Chuối cau","Trái","Chín"
"img000505.jpg","Chuối cau","Trái","Chín"
"img000506.jpg","Chuối cau","Trái","Chín"
"img000507.jpg","Chuối cau","Trái","Chín"
"img000508.jpg","Chuối cau","Trái","Chín"
"img000509.jpg","Chuối cau","Trái","Chín"
"img000510.jpg","Chuối cau","Trái","Chín"
"img000511.jpg","Chuối cau","Trái","Chín"
"img000512.jpg","Chuối cau","Trái","Chín"
"img000513.jpg","Chuối cau","Trái","Chín"
"img000514.jpg","Chuối cau","Trái","Chín"
"img000515.jpg","Chuối cau","Trái","Chín"
"img000516.jpg","Chuối cau","Trái","Chín"
"img000517.jpg","Chuối cau","Trái","Chín"
"img000518.jpg","Chuối cau","Trái","Chín"
"img000519.jpg","Chuối cau","Trái","Chín"
"img000520.jpg","Chuối cau","Trái","Chín"
"img000521.jpg","Chuối cau","Trái","Chín"
"img000522.jpg","Chuối cau","Trái","Chín"
"img000523.jpg","Chuối cau","Trái","Chín"
"img000524.jpg","Chuối cau","Trái","Chín"
"img000525.jpg","Chuối cau","Trái","Chín"
"img000526.jpg","Chuối cau","Trái","Chín"
"img000527.jpg","Chuối cau","Trái","Chín"
"img000528.jpg","Chuối cau","Trái","Chín"
"img000529.jpg","Chuối cau","Trái","Chín"
"img000530.jpg","Chuối cau","Trái","Chín"
"img000531.jpg","Chuối cau","Trái","Chín"
"img000532.jpg","Chuối cau","Trái","Chín"
"img000533.jpg","Chuối cau","Trái","Chín"
"img000534.jpg","Chuối cau","Trái","Chín"
"img000535.jpg","Chuối cau","Trái","Chín"
"img000536.jpg","Chuối cau","Trái","Chín"
"img000537.jpg","Chuối cau","Trái","Chín"
"img000538.jpg","Chuối cau","Trái","Chín"
"img000539.jpg","Chuối cau","Trái","Chín"
"img000540.jpg","Chuối cau","Trái","Chín"
"img000541.jpg","Chuối cau","Trái","Chín"
"img000542.jpg","Chuối cau","Trái","Chín"
"img000543.jpg","Chuối cau","Trái","Chín"
"img000544.jpg","Chuối cau","Trái","Chín"
"img000545.jpg","Chuối cau","Trái","Chín"
