image,loai,dang,trangthai,split
dataset_demo/img002812.jpg,Chuối sáp,Trái,Chín,train
dataset_demo/img000248.jpg,Chuối cau,Nải,Chín,train
dataset_demo/img003289.jpg,Chuối sáp,Trái,Xanh,train
dataset_demo/img000584.jpg,Chuối cau,Trái,Chín,train
dataset_demo/img004990.jpg,Chuối xiêm,Trái,Xanh,train
dataset_demo/img004231.jpg,Chuối xiêm,Nải,Chín,train
dataset_demo/img004722.jpg,Chuối xiêm,Trái,Xanh,train
dataset_demo/img001943.jpg,Chuối già,Trái,Chín,train
dataset_demo/img004408.jpg,Chuối xiêm,Trái,Chín,train
dataset_demo/img004919.jpg,Chuối xiêm,Trái,Xanh,train
dataset_demo/img000264.jpg,Chuối cau,Nải,Chín,train
dataset_demo/img002558.jpg,Chuối sáp,Nải,Xanh,train
dataset_demo/img001153.jpg,Chuối già,Buồng,Xanh,train
dataset_demo/img004548.jpg,Chuối xiêm,Trái,Chín,train
dataset_demo/img003323.jpg,Chuối sáp,Trái,Xanh,train
dataset_demo/img002250.jpg,Chuối già,Trái,Xanh,train
dataset_demo/img001273.jpg,Chuối già,Buồng,Xanh,train
dataset_demo/img000796.jpg,Chuối cau,Trái,Xanh,train
dataset_demo/img003130.jpg,Chuối sáp,Trái,Xanh,train
dataset_demo/img000600.jpg,Chuối cau,Trái,Chín,train
dataset_demo/img000175.jpg,Chuối cau,Nải,Chín,train
dataset_demo/img003744.jpg,Chuối táo quạ,Trái,Chín,train
dataset_demo/img004675.jpg,Chuối xiêm,Trái,Xanh,train
dataset_demo/img003556.jpg,Chuối táo quạ,Buồng,Xanh,train
dataset_demo/img004999.jpg,Chuối xiêm,Trái,Xanh,train
dataset_demo/img000892.jpg,Chuối cau,Trái,Xanh,train
dataset_demo/img002297.jpg,Chuối sáp,Buồng,Chín,train
dataset_demo/img001759.jpg,Chuối già,Trái,Chín,train
dataset_demo/img004588.jpg,Chuối xiêm,Trái,Chín,train
dataset_demo/img000197.jpg,Chuối cau,Nải,Chín,train
dataset_demo/img002469.jpg,Chuối sáp,Nải,Chín,train
dataset_demo/img003129.jpg,Chuối sáp,Trái,Xanh,train
dataset_demo/img001883.jpg,Chuối già,Trái,Chín,train
dataset_demo/img005185.jpg,Chuối xiêm,Trái,Xanh,train
dataset_demo/img004304.jpg,Chuối xiêm,Trái,Chín,train
dataset_demo/img003402.jpg,Chuối sáp,Trái,Xanh,train
dataset_demo/img003151.jpg,Chuối sáp,Trái,Xanh,train
dataset_demo/img002731.jpg,Chuối sáp,Trái,Chín,train
dataset_demo/img000942.jpg,Chuối cau,Trái,Xanh,train
dataset_demo/img002681.jpg,Chuối sáp,Trái,Chín,train
dataset_demo/img002024.jpg,Chuối già,Trái,Xanh,train
dataset_demo/img002697.jpg,Chuối sáp,Trái,Chín,train
dataset_demo/img003137.jpg,Chuối sáp,Trái,Xanh,train
dataset_demo/img004460.jpg,Chuối xiêm,Trái,Chín,train
dataset_demo/img004571.jpg,Chuối xiêm,Trái,Chín,train
dataset_demo/img002426.jpg,Chuối sáp,Nải,Chín,train
dataset_demo/img003933.jpg,Chuối xiêm,Buồng,Xanh,train
dataset_demo/img002049.jpg,Chuối già,Trái,Xanh,train
dataset_demo/img001773.jpg,Chuối già,Trái,Chín,train
dataset_demo/img003584.jpg,Chuối táo quạ,Buồng,Xanh,train
dataset_demo/img002300.jpg,Chuối sáp,Buồng,Chín,train
dataset_demo/img000082.jpg,Chuối cau,Buồng,Xanh,train
dataset_demo/img001665.jpg,Chuối già,Nải,Xanh,train
dataset_demo/img003084.jpg,Chuối sáp,Trái,Xanh,train
dataset_demo/img001652.jpg,Chuối già,Nải,Xanh,train
dataset_demo/img002185.jpg,Chuối già,Trái,Xanh,train
dataset_demo/img004789.jpg,Chuối xiêm,Trái,Xanh,train
dataset_demo/img001573.jpg,Chuối già,Nải,Xanh,train
dataset_demo/img003534.jpg,Chuối táo quạ,Buồng,Xanh,train
dataset_demo/img001894.jpg,Chuối già,Trái,Chín,train
dataset_demo/img002353.jpg,Chuối sáp,Buồng,Xanh,train
dataset_demo/img000763.jpg,Chuối cau,Trái,Xanh,train
dataset_demo/img003310.jpg,Chuối sáp,Trái,Xanh,train
dataset_demo/img003647.jpg,Chuối táo quạ,Nải,Chín,train
dataset_demo/img001817.jpg,Chuối già,Trái,Chín,train
dataset_demo/img000776.jpg,Chuối cau,Trái,Xanh,train
dataset_demo/img000852.jpg,Chuối cau,Trái,Xanh,train
dataset_demo/img000365.jpg,Chuối cau,Trái,Chín,train
dataset_demo/img003481.jpg,Chuối sáp,Trái,Xanh,train
dataset_demo/img000367.jpg,Chuối cau,Trái,Chín,train
dataset_demo/img004631.jpg,Chuối xiêm,Trái,Chín,train
dataset_demo/img001955.jpg,Chuối già,Trái,Chín,train
dataset_demo/img002609.jpg,Chuối sáp,Trái,Chín,train
dataset_demo/img000565.jpg,Chuối cau,Trái,Chín,train
dataset_demo/img001992.jpg,Chuối già,Trái,Chín,train
dataset_demo/img003370.jpg,Chuối sáp,Trái,Xanh,train
dataset_demo/img001691.jpg,Chuối già,Trái,Chín,train
dataset_demo/img001739.jpg,Chuối già,Trái,Chín,train
dataset_demo/img003782.jpg,Chuối táo quạ,Trái,Xanh,train
dataset_demo/img004495.jpg,Chuối xiêm,Trái,Chín,train
dataset_demo/img004796.jpg,Chuối xiêm,Trái,Xanh,train
dataset_demo/img001075.jpg,Chuối cau,Trái,Xanh,train
dataset_demo/img000995.jpg,Chuối cau,Trái,Xanh,train
dataset_demo/img003707.jpg,Chuối táo quạ,Nải,Xanh,train
dataset_demo/img004882.jpg,Chuối xiêm,Trái,Xanh,train
dataset_demo/img001968.jpg,Chuối già,Trái,Chín,train
dataset_demo/img004367.jpg,Chuối xiêm,Trái,Chín,train
dataset_demo/img003012.jpg,Chuối sáp,Trái,Xanh,train
dataset_demo/img003088.jpg,Chuối sáp,Trái,Xanh,train
dataset_demo/img004787.jpg,Chuối xiêm,Trái,Xanh,train
dataset_demo/img004161.jpg,Chuối xiêm,Nải,Chín,train
dataset_demo/img003798.jpg,Chuối táo quạ,Trái,Xanh,train
dataset_demo/img001046.jpg,Chuối cau,Trái,Xanh,train
dataset_demo/img003558.jpg,Chuối táo quạ,Buồng,Xanh,train
dataset_demo/img000005.jpg,Chuối cau,Buồng,Chín,train
dataset_demo/img002616.jpg,Chuối sáp,Trái,Chín,train
dataset_demo/img003597.jpg,Chuối táo quạ,Buồng,Xanh,train
dataset_demo/img004514.jpg,Chuối xiêm,Trái,Chín,train
dataset_demo/img001926.jpg,Chuối già,Trái,Chín,train
dataset_demo/img000524.jpg,Chuối cau,Trái,Chín,train
dataset_demo/img002305.jpg,Chuối sáp,Buồng,Chín,train
dataset_demo/img002503.jpg,Chuối sáp,Nải,Xanh,train
dataset_demo/img002301.jpg,Chuối sáp,Buồng,Chín,train
dataset_demo/img001974.jpg,Chuối già,Trái,Chín,train
dataset_demo/img000880.jpg,Chuối cau,Trái,Xanh,train
dataset_demo/img004070.jpg,Chuối xiêm,Buồng,Xanh,train
dataset_demo/img002550.jpg,Chuối sáp,Nải,Xanh,train
dataset_demo/img005011.jpg,Chuối xiêm,Trái,Xanh,train
dataset_demo/img003459.jpg,Chuối sáp,Trái,Xanh,train
dataset_demo/img002055.jpg,Chuối già,Trái,Xanh,train
dataset_demo/img001367.jpg,Chuối già,Buồng,Xanh,train
dataset_demo/img001738.jpg,Chuối già,Trái,Chín,train
dataset_demo/img000573.jpg,Chuối cau,Trái,Chín,train
dataset_demo/img003703.jpg,Chuối táo quạ,Nải,Xanh,train
dataset_demo/img004597.jpg,Chuối xiêm,Trái,Chín,train
dataset_demo/img000015.jpg,Chuối cau,Buồng,Chín,train
dataset_demo/img003296.jpg,Chuối sáp,Trái,Xanh,train
dataset_demo/img002856.jpg,Chuối sáp,Trái,Chín,train
dataset_demo/img005194.jpg,Chuối xiêm,Trái,Xanh,train
dataset_demo/img003125.jpg,Chuối sáp,Trái,Xanh,train
dataset_demo/img002063.jpg,Chuối già,Trái,Xanh,train
dataset_demo/img000567.jpg,Chuối cau,Trái,Chín,train
dataset_demo/img001649.jpg,Chuối già,Nải,Xanh,train
dataset_demo/img001924.jpg,Chuối già,Trái,Chín,train
dataset_demo/img001589.jpg,Chuối già,Nải,Xanh,train
dataset_demo/img004582.jpg,Chuối xiêm,Trái,Chín,train
dataset_demo/img002842.jpg,Chuối sáp,Trái,Chín,train
dataset_demo/img000389.jpg,Chuối cau,Trái,Chín,train
dataset_demo/img002272.jpg,Chuối già,Trái,Xanh,train
dataset_demo/img004926.jpg,Chuối xiêm,Trái,Xanh,train
dataset_demo/img002025.jpg,Chuối già,Trái,Xanh,train
dataset_demo/img001395.jpg,Chuối già,Buồng,Xanh,train
dataset_demo/img003862.jpg,Chuối xiêm,Buồng,Chín,train
dataset_demo/img004182.jpg,Chuối xiêm,Nải,Chín,train
dataset_demo/img002158.jpg,Chuối già,Trái,Xanh,train
dataset_demo/img002737.jpg,Chuối sáp,Trái,Chín,train
dataset_demo/img000798.jpg,Chuối cau,Trái,Xanh,train
dataset_demo/img001315.jpg,Chuối già,Buồng,Xanh,train
dataset_demo/img004801.jpg,Chuối xiêm,Trái,Xanh,train
dataset_demo/img004915.jpg,Chuối xiêm,Trái,Xanh,train
dataset_demo/img002188.jpg,Chuối già,Trái,Xanh,train
dataset_demo/img001904.jpg,Chuối già,Trái,Chín,train
dataset_demo/img005052.jpg,Chuối xiêm,Trái,Xanh,val
dataset_demo/img003614.jpg,Chuối táo quạ,Buồng,Xanh,val
dataset_demo/img002680.jpg,Chuối sáp,Trái,Chín,val
dataset_demo/img005014.jpg,Chuối xiêm,Trái,Xanh,val
dataset_demo/img001945.jpg,Chuối già,Trái,Chín,val
dataset_demo/img000949.jpg,Chuối cau,Trái,Xanh,val
dataset_demo/img002327.jpg,Chuối sáp,Buồng,Xanh,val
dataset_demo/img003726.jpg,Chuối táo quạ,Nải,Xanh,val
dataset_demo/img003900.jpg,Chuối xiêm,Buồng,Xanh,val
dataset_demo/img003904.jpg,Chuối xiêm,Buồng,Xanh,val
dataset_demo/img002927.jpg,Chuối sáp,Trái,Chín,val
dataset_demo/img001465.jpg,Chuối già,Nải,Chín,val
dataset_demo/img000162.jpg,Chuối cau,Buồng,Xanh,val
dataset_demo/img000299.jpg,Chuối cau,Nải,Xanh,val
dataset_demo/img002544.jpg,Chuối sáp,Nải,Xanh,val
dataset_demo/img000266.jpg,Chuối cau,Nải,Chín,val
dataset_demo/img002482.jpg,Chuối sáp,Nải,Xanh,val
dataset_demo/img002596.jpg,Chuối sáp,Trái,Chín,val
dataset_demo/img002194.jpg,Chuối già,Trái,Xanh,val
dataset_demo/img003311.jpg,Chuối sáp,Trái,Xanh,val
dataset_demo/img001840.jpg,Chuối già,Trái,Chín,val
dataset_demo/img002615.jpg,Chuối sáp,Trái,Chín,val
dataset_demo/img001357.jpg,Chuối già,Buồng,Xanh,val
dataset_demo/img000572.jpg,Chuối cau,Trái,Chín,val
dataset_demo/img001343.jpg,Chuối già,Buồng,Xanh,val
dataset_demo/img001104.jpg,Chuối cau,Trái,Xanh,val
dataset_demo/img001257.jpg,Chuối già,Buồng,Xanh,val
dataset_demo/img003133.jpg,Chuối sáp,Trái,Xanh,val
dataset_demo/img002230.jpg,Chuối già,Trái,Xanh,val
dataset_demo/img002155.jpg,Chuối già,Trái,Xanh,val
dataset_demo/img003971.jpg,Chuối xiêm,Buồng,Xanh,val
dataset_demo/img000705.jpg,Chuối cau,Trái,Chín,val
dataset_demo/img002105.jpg,Chuối già,Trái,Xanh,val
dataset_demo/img004256.jpg,Chuối xiêm,Nải,Xanh,val
dataset_demo/img001822.jpg,Chuối già,Trái,Chín,val
dataset_demo/img001024.jpg,Chuối cau,Trái,Xanh,val
dataset_demo/img004509.jpg,Chuối xiêm,Trái,Chín,val
dataset_demo/img000902.jpg,Chuối cau,Trái,Xanh,val
dataset_demo/img000570.jpg,Chuối cau,Trái,Chín,val
dataset_demo/img000620.jpg,Chuối cau,Trái,Chín,val
dataset_demo/img000528.jpg,Chuối cau,Trái,Chín,val
dataset_demo/img004181.jpg,Chuối xiêm,Nải,Chín,val
dataset_demo/img004437.jpg,Chuối xiêm,Trái,Chín,val
dataset_demo/img004825.jpg,Chuối xiêm,Trái,Xanh,val
dataset_demo/img002078.jpg,Chuối già,Trái,Xanh,val
dataset_demo/img002987.jpg,Chuối sáp,Trái,Xanh,val
dataset_demo/img003420.jpg,Chuối sáp,Trái,Xanh,val
dataset_demo/img002429.jpg,Chuối sáp,Nải,Chín,val
dataset_demo/img000716.jpg,Chuối cau,Trái,Chín,val
dataset_demo/img000329.jpg,Chuối cau,Nải,Xanh,val
dataset_demo/img001478.jpg,Chuối già,Nải,Chín,val
dataset_demo/img000748.jpg,Chuối cau,Trái,Chín,val
dataset_demo/img000948.jpg,Chuối cau,Trái,Xanh,val
dataset_demo/img005118.jpg,Chuối xiêm,Trái,Xanh,val
dataset_demo/img002369.jpg,Chuối sáp,Buồng,Xanh,val
dataset_demo/img003528.jpg,Chuối táo quạ,Buồng,Chín,val
dataset_demo/img004014.jpg,Chuối xiêm,Buồng,Xanh,val
dataset_demo/img000598.jpg,Chuối cau,Trái,Chín,val
dataset_demo/img001587.jpg,Chuối già,Nải,Xanh,val
dataset_demo/img001814.jpg,Chuối già,Trái,Chín,val
dataset_demo/img004379.jpg,Chuối xiêm,Trái,Chín,val
dataset_demo/img003814.jpg,Chuối táo quạ,Trái,Xanh,val
dataset_demo/img002598.jpg,Chuối sáp,Trái,Chín,val
dataset_demo/img001958.jpg,Chuối già,Trái,Chín,val
dataset_demo/img003921.jpg,Chuối xiêm,Buồng,Xanh,val
dataset_demo/img004830.jpg,Chuối xiêm,Trái,Xanh,val
dataset_demo/img001218.jpg,Chuối già,Buồng,Xanh,val
dataset_demo/img002389.jpg,Chuối sáp,Buồng,Xanh,val
