image,loai,dang,trangthai,split
img002587.jpg,Chuối sáp,Trái,Chín,train
img002492.jpg,Chuối sáp,Nải,Xanh,train
img004180.jpg,Chuối xiêm,Nải,Chín,train
img003903.jpg,Chuối xiêm,Buồng,Xanh,train
img002216.jpg,Chuối già,Trái,Xanh,train
img004965.jpg,Chuối xiêm,Trái,Xanh,train
img001492.jpg,Chuối già,Nải,Chín,train
img004982.jpg,Chuối xiêm,Trái,Xanh,train
img000014.jpg,Chuối cau,Buồng,Chín,train
img001236.jpg,Chuối già,Buồng,Xanh,train
img004784.jpg,Chuối xiêm,Trái,Xanh,train
img003772.jpg,Chuối táo quạ,Trái,Chín,train
img003520.jpg,Chuối táo quạ,Buồng,Chín,train
img001583.jpg,Chuối già,Nải,Xanh,train
img002506.jpg,Chuối sáp,Nải,Xanh,train
img000075.jpg,Chuối cau,Buồng,Xanh,train
img002370.jpg,Chuối sáp,Buồng,Xanh,train
img004845.jpg,Chuối xiêm,Trái,Xanh,train
img004591.jpg,Chuối xiêm,Trái,Chín,train
img000079.jpg,Chuối cau,Buồng,Xanh,train
img000085.jpg,Chuối cau,Buồng,Xanh,train
img004587.jpg,Chuối xiêm,Trái,Chín,train
img002617.jpg,Chuối sáp,Trái,Chín,train
img005186.jpg,Chuối xiêm,Trái,Xanh,train
img004876.jpg,Chuối xiêm,Trái,Xanh,train
img002302.jpg,Chuối sáp,Buồng,Chín,train
img000713.jpg,Chuối cau,Trái,Chín,train
img003351.jpg,Chuối sáp,Trái,Xanh,train
img003248.jpg,Chuối sáp,Trái,Xanh,train
img004601.jpg,Chuối xiêm,Trái,Chín,train
img000155.jpg,Chuối cau,Buồng,Xanh,train
img000592.jpg,Chuối cau,Trái,Chín,train
img003451.jpg,Chuối sáp,Trái,Xanh,train
img005101.jpg,Chuối xiêm,Trái,Xanh,train
img003563.jpg,Chuối táo quạ,Buồng,Xanh,train
img002689.jpg,Chuối sáp,Trái,Chín,train
img004681.jpg,Chuối xiêm,Trái,Xanh,train
img002146.jpg,Chuối già,Trái,Xanh,train
img004959.jpg,Chuối xiêm,Trái,Xanh,train
img000227.jpg,Chuối cau,Nải,Chín,train
img000248.jpg,Chuối cau,Nải,Chín,train
img000170.jpg,Chuối cau,Nải,Chín,train
img001943.jpg,Chuối già,Trái,Chín,train
img000048.jpg,Chuối cau,Buồng,Xanh,train
img001699.jpg,Chuối già,Trái,Chín,train
img001530.jpg,Chuối già,Nải,Chín,train
img001540.jpg,Chuối già,Nải,Chín,train
img003093.jpg,Chuối sáp,Trái,Xanh,train
img002690.jpg,Chuối sáp,Trái,Chín,train
img002565.jpg,Chuối sáp,Trái,Chín,train
img004159.jpg,Chuối xiêm,Nải,Chín,train
img002548.jpg,Chuối sáp,Nải,Xanh,train
img000371.jpg,Chuối cau,Trái,Chín,train
img000233.jpg,Chuối cau,Nải,Chín,train
img003815.jpg,Chuối táo quạ,Trái,Xanh,train
img001673.jpg,Chuối già,Trái,Chín,train
img001542.jpg,Chuối già,Nải,Chín,train
img002087.jpg,Chuối già,Trái,Xanh,train
img000471.jpg,Chuối cau,Trái,Chín,train
img002348.jpg,Chuối sáp,Buồng,Xanh,train
img001708.jpg,Chuối già,Trái,Chín,train
img000512.jpg,Chuối cau,Trái,Chín,train
img001984.jpg,Chuối già,Trái,Chín,train
img005144.jpg,Chuối xiêm,Trái,Xanh,train
img001740.jpg,Chuối già,Trái,Chín,train
img003235.jpg,Chuối sáp,Trái,Xanh,train
img003491.jpg,Chuối sáp,Trái,Xanh,train
img002374.jpg,Chuối sáp,Buồng,Xanh,train
img003916.jpg,Chuối xiêm,Buồng,Xanh,train
img000648.jpg,Chuối cau,Trái,Chín,train
img000263.jpg,Chuối cau,Nải,Chín,train
img002055.jpg,Chuối già,Trái,Xanh,train
img001270.jpg,Chuối già,Buồng,Xanh,train
img004580.jpg,Chuối xiêm,Trái,Chín,train
img004814.jpg,Chuối xiêm,Trái,Xanh,train
img003880.jpg,Chuối xiêm,Buồng,Chín,train
img000003.jpg,Chuối cau,Buồng,Chín,train
img004948.jpg,Chuối xiêm,Trái,Xanh,train
img002011.jpg,Chuối già,Trái,Chín,train
img001401.jpg,Chuối già,Buồng,Xanh,train
img003203.jpg,Chuối sáp,Trái,Xanh,train
img002264.jpg,Chuối già,Trái,Xanh,train
img003942.jpg,Chuối xiêm,Buồng,Xanh,train
img002002.jpg,Chuối già,Trái,Chín,train
img001761.jpg,Chuối già,Trái,Chín,train
img004623.jpg,Chuối xiêm,Trái,Chín,train
img000921.jpg,Chuối cau,Trái,Xanh,train
img001228.jpg,Chuối già,Buồng,Xanh,train
img003054.jpg,Chuối sáp,Trái,Xanh,train
img004126.jpg,Chuối xiêm,Buồng,Xanh,train
img003514.jpg,Chuối sáp,Trái,Xanh,train
img001112.jpg,Chuối cau,Trái,Xanh,train
img004655.jpg,Chuối xiêm,Trái,Xanh,train
img000424.jpg,Chuối cau,Trái,Chín,train
img001748.jpg,Chuối già,Trái,Chín,train
img001902.jpg,Chuối già,Trái,Chín,train
img004955.jpg,Chuối xiêm,Trái,Xanh,train
img002380.jpg,Chuối sáp,Buồng,Xanh,train
img002706.jpg,Chuối sáp,Trái,Chín,train
img001529.jpg,Chuối già,Nải,Chín,train
img001415.jpg,Chuối già,Buồng,Xanh,train
img000289.jpg,Chuối cau,Nải,Chín,train
img002533.jpg,Chuối sáp,Nải,Xanh,train
img000216.jpg,Chuối cau,Nải,Chín,train
img002849.jpg,Chuối sáp,Trái,Chín,train
img001474.jpg,Chuối già,Nải,Chín,train
img003825.jpg,Chuối xiêm,Buồng,Chín,train
img001970.jpg,Chuối già,Trái,Chín,train
img000727.jpg,Chuối cau,Trái,Chín,train
img003123.jpg,Chuối sáp,Trái,Xanh,train
img002979.jpg,Chuối sáp,Trái,Xanh,train
img004206.jpg,Chuối xiêm,Nải,Chín,train
img002324.jpg,Chuối sáp,Buồng,Xanh,train
img001381.jpg,Chuối già,Buồng,Xanh,train
img004411.jpg,Chuối xiêm,Trái,Chín,train
img003982.jpg,Chuối xiêm,Buồng,Xanh,train
img001123.jpg,Chuối cau,Trái,Xanh,train
img004755.jpg,Chuối xiêm,Trái,Xanh,train
img001306.jpg,Chuối già,Buồng,Xanh,train
img003968.jpg,Chuối xiêm,Buồng,Xanh,train
img001842.jpg,Chuối già,Trái,Chín,train
img001514.jpg,Chuối già,Nải,Chín,train
img000792.jpg,Chuối cau,Trái,Xanh,train
img001971.jpg,Chuối già,Trái,Chín,train
img003404.jpg,Chuối sáp,Trái,Xanh,train
img001990.jpg,Chuối già,Trái,Chín,train
img003662.jpg,Chuối táo quạ,Nải,Chín,train
img004834.jpg,Chuối xiêm,Trái,Xanh,train
img004730.jpg,Chuối xiêm,Trái,Xanh,train
img001785.jpg,Chuối già,Trái,Chín,train
img004722.jpg,Chuối xiêm,Trái,Xanh,train
img000786.jpg,Chuối cau,Trái,Xanh,train
img004629.jpg,Chuối xiêm,Trái,Chín,train
img003331.jpg,Chuối sáp,Trái,Xanh,train
img003931.jpg,Chuối xiêm,Buồng,Xanh,train
img004530.jpg,Chuối xiêm,Trái,Chín,train
img000555.jpg,Chuối cau,Trái,Chín,train
img000720.jpg,Chuối cau,Trái,Chín,train
img002074.jpg,Chuối già,Trái,Xanh,train
img003758.jpg,Chuối táo quạ,Trái,Chín,train
img003558.jpg,Chuối táo quạ,Buồng,Xanh,train
img000438.jpg,Chuối cau,Trái,Chín,train
img000268.jpg,Chuối cau,Nải,Chín,train
img004189.jpg,Chuối xiêm,Nải,Chín,train
img001503.jpg,Chuối già,Nải,Chín,train
img000250.jpg,Chuối cau,Nải,Chín,train
img004602.jpg,Chuối xiêm,Trái,Chín,train
img004945.jpg,Chuối xiêm,Trái,Xanh,train
img002817.jpg,Chuối sáp,Trái,Chín,train
img002372.jpg,Chuối sáp,Buồng,Xanh,train
img001294.jpg,Chuối già,Buồng,Xanh,train
img003718.jpg,Chuối táo quạ,Nải,Xanh,train
img003149.jpg,Chuối sáp,Trái,Xanh,train
img004277.jpg,Chuối xiêm,Nải,Xanh,train
img003486.jpg,Chuối sáp,Trái,Xanh,train
img003669.jpg,Chuối táo quạ,Nải,Chín,train
img001624.jpg,Chuối già,Nải,Xanh,train
img000482.jpg,Chuối cau,Trái,Chín,train
img001678.jpg,Chuối già,Trái,Chín,train
img004766.jpg,Chuối xiêm,Trái,Xanh,train
img000910.jpg,Chuối cau,Trái,Xanh,train
img000380.jpg,Chuối cau,Trái,Chín,train
img001625.jpg,Chuối già,Nải,Xanh,train
img001845.jpg,Chuối già,Trái,Chín,train
img003721.jpg,Chuối táo quạ,Nải,Xanh,train
img003780.jpg,Chuối táo quạ,Trái,Xanh,train
img000514.jpg,Chuối cau,Trái,Chín,train
img002512.jpg,Chuối sáp,Nải,Xanh,train
img002225.jpg,Chuối già,Trái,Xanh,train
img003680.jpg,Chuối táo quạ,Nải,Xanh,train
img003258.jpg,Chuối sáp,Trái,Xanh,train
img003765.jpg,Chuối táo quạ,Trái,Chín,train
img003018.jpg,Chuối sáp,Trái,Xanh,train
img002718.jpg,Chuối sáp,Trái,Chín,train
img002433.jpg,Chuối sáp,Nải,Chín,train
img001896.jpg,Chuối già,Trái,Chín,train
img001566.jpg,Chuối già,Nải,Chín,train
img000305.jpg,Chuối cau,Nải,Xanh,train
img004132.jpg,Chuối xiêm,Buồng,Xanh,train
img002385.jpg,Chuối sáp,Buồng,Xanh,train
img004802.jpg,Chuối xiêm,Trái,Xanh,train
img004294.jpg,Chuối xiêm,Trái,Chín,train
img000470.jpg,Chuối cau,Trái,Chín,train
img004688.jpg,Chuối xiêm,Trái,Xanh,train
img004882.jpg,Chuối xiêm,Trái,Xanh,train
img000844.jpg,Chuối cau,Trái,Xanh,train
img001290.jpg,Chuối già,Buồng,Xanh,train
img002142.jpg,Chuối già,Trái,Xanh,train
img000526.jpg,Chuối cau,Trái,Chín,train
img004170.jpg,Chuối xiêm,Nải,Chín,train
img004564.jpg,Chuối xiêm,Trái,Chín,train
img000367.jpg,Chuối cau,Trái,Chín,train
img002657.jpg,Chuối sáp,Trái,Chín,train
img003399.jpg,Chuối sáp,Trái,Xanh,train
img002482.jpg,Chuối sáp,Nải,Xanh,train
img002444.jpg,Chuối sáp,Nải,Chín,train
img004678.jpg,Chuối xiêm,Trái,Xanh,train
img000190.jpg,Chuối cau,Nải,Chín,train
img000763.jpg,Chuối cau,Trái,Xanh,train
img002021.jpg,Chuối già,Trái,Xanh,train
img000377.jpg,Chuối cau,Trái,Chín,train
img003881.jpg,Chuối xiêm,Buồng,Chín,train
img000960.jpg,Chuối cau,Trái,Xanh,train
img003832.jpg,Chuối xiêm,Buồng,Chín,train
img001561.jpg,Chuối già,Nải,Chín,train
img003530.jpg,Chuối táo quạ,Buồng,Chín,train
img000313.jpg,Chuối cau,Nải,Xanh,train
img003076.jpg,Chuối sáp,Trái,Xanh,train
img001166.jpg,Chuối già,Buồng,Xanh,train
img004795.jpg,Chuối xiêm,Trái,Xanh,train
img005107.jpg,Chuối xiêm,Trái,Xanh,train
img005104.jpg,Chuối xiêm,Trái,Xanh,train
img002544.jpg,Chuối sáp,Nải,Xanh,train
img002921.jpg,Chuối sáp,Trái,Chín,train
img000093.jpg,Chuối cau,Buồng,Xanh,train
img003113.jpg,Chuối sáp,Trái,Xanh,train
img003495.jpg,Chuối sáp,Trái,Xanh,train
img004576.jpg,Chuối xiêm,Trái,Chín,train
img001106.jpg,Chuối cau,Trái,Xanh,train
img004880.jpg,Chuối xiêm,Trái,Xanh,train
img004624.jpg,Chuối xiêm,Trái,Chín,train
img001135.jpg,Chuối già,Buồng,Chín,train
img000754.jpg,Chuối cau,Trái,Xanh,train
img001605.jpg,Chuối già,Nải,Xanh,train
img001923.jpg,Chuối già,Trái,Chín,train
img002606.jpg,Chuối sáp,Trái,Chín,train
img003870.jpg,Chuối xiêm,Buồng,Chín,train
img001695.jpg,Chuối già,Trái,Chín,train
img001998.jpg,Chuối già,Trái,Chín,train
img000018.jpg,Chuối cau,Buồng,Chín,train
img002094.jpg,Chuối già,Trái,Xanh,train
img002188.jpg,Chuối già,Trái,Xanh,train
img002927.jpg,Chuối sáp,Trái,Chín,train
img000383.jpg,Chuối cau,Trái,Chín,train
img003553.jpg,Chuối táo quạ,Buồng,Xanh,train
img004973.jpg,Chuối xiêm,Trái,Xanh,train
img000480.jpg,Chuối cau,Trái,Chín,train
img001003.jpg,Chuối cau,Trái,Xanh,train
img001571.jpg,Chuối già,Nải,Chín,train
img003227.jpg,Chuối sáp,Trái,Xanh,train
img002480.jpg,Chuối sáp,Nải,Xanh,train
img002643.jpg,Chuối sáp,Trái,Chín,train
img002813.jpg,Chuối sáp,Trái,Chín,train
img004696.jpg,Chuối xiêm,Trái,Xanh,train
img002043.jpg,Chuối già,Trái,Xanh,train
img004105.jpg,Chuối xiêm,Buồng,Xanh,train
img002920.jpg,Chuối sáp,Trái,Chín,train
img001661.jpg,Chuối già,Nải,Xanh,train
img001831.jpg,Chuối già,Trái,Chín,train
img001918.jpg,Chuối già,Trái,Chín,train
img004079.jpg,Chuối xiêm,Buồng,Xanh,train
img003493.jpg,Chuối sáp,Trái,Xanh,train
img004272.jpg,Chuối xiêm,Nải,Xanh,train
img001871.jpg,Chuối già,Trái,Chín,train
img002078.jpg,Chuối già,Trái,Xanh,train
img004121.jpg,Chuối xiêm,Buồng,Xanh,train
img002170.jpg,Chuối già,Trái,Xanh,train
img000525.jpg,Chuối cau,Trái,Chín,train
img004562.jpg,Chuối xiêm,Trái,Chín,train
img003357.jpg,Chuối sáp,Trái,Xanh,train
img000017.jpg,Chuối cau,Buồng,Chín,train
img000068.jpg,Chuối cau,Buồng,Xanh,train
img001959.jpg,Chuối già,Trái,Chín,train
img000388.jpg,Chuối cau,Trái,Chín,train
img002622.jpg,Chuối sáp,Trái,Chín,train
img001169.jpg,Chuối già,Buồng,Xanh,train
img003073.jpg,Chuối sáp,Trái,Xanh,train
img003484.jpg,Chuối sáp,Trái,Xanh,train
img003384.jpg,Chuối sáp,Trái,Xanh,train
